0.924,0.7624
0.926,0.82196
0.928,0.88151
0.93,0.94107
0.932,0.98275
0.934,1.0244
0.936,1.0661
0.938,1.1078
0.94,1.1495
0.942,1.1981
0.944,1.2467
0.946,1.2953
0.948,1.3439
0.95,1.3925
0.952,1.4526
0.954,1.5127
0.956,1.5728
0.958,1.6329
0.96,1.693
0.962,1.7329
0.964,1.7728
0.966,1.8127
0.968,1.8526
0.97,1.8925
0.972,1.9049
0.974,1.9172
0.976,1.9296
0.978,1.942
0.98,1.9544
0.982,1.9524
0.984,1.9504
0.986,1.9484
0.988,1.9463
0.99,1.9443
0.992,1.9333
0.994,1.9224
0.996,1.9114
0.998,1.9004
1,1.8894
1.002,1.8756
1.004,1.8617
1.006,1.8479
1.008,1.8341
1.01,1.8202
1.012,1.8033
1.014,1.7865
1.016,1.7696
1.018,1.7527
1.02,1.7358
1.022,1.7185
1.024,1.7012
1.026,1.6838
1.028,1.6665
1.03,1.6492
1.032,1.6291
1.034,1.6089
1.036,1.5888
1.038,1.5687
1.04,1.5486
1.042,1.5307
1.044,1.5128
1.046,1.495
1.048,1.4771
1.05,1.4592
1.052,1.4439
1.054,1.4286
1.056,1.4133
1.058,1.398
1.06,1.3826
1.062,1.3687
1.064,1.3547
1.066,1.3407
1.068,1.3267
1.07,1.3127
1.072,1.2907
1.074,1.2686
1.076,1.2465
1.078,1.2244
1.08,1.2023
1.082,1.1829
1.084,1.1636
1.086,1.1442
1.088,1.1248
1.09,1.1054
1.092,1.0867
1.094,1.0681
1.096,1.0495
1.098,1.0309
1.1,1.0123
1.102,0.99624
1.104,0.9802
1.106,0.96415
1.108,0.94811
1.11,0.93206
1.112,0.91693
1.114,0.90181
1.116,0.88668
1.118,0.87156
1.12,0.85643
1.122,0.84175
1.124,0.82707
1.126,0.81238
1.128,0.7977
1.13,0.78302
1.132,0.77191
1.134,0.7608
1.136,0.74969
1.138,0.73859
1.14,0.72748
1.142,0.71671
1.144,0.70594
1.146,0.69518
1.148,0.68441
1.15,0.67364
1.152,0.66615
1.154,0.65866
1.156,0.65117
1.158,0.64368
1.16,0.63619
1.162,0.62798
1.164,0.61977
1.166,0.61156
1.168,0.60335
1.17,0.59514
1.172,0.58536
1.174,0.57558
1.176,0.5658
1.178,0.55602
1.18,0.54624
1.182,0.5374
1.184,0.52857
1.186,0.51973
1.188,0.5109
1.19,0.50206
1.192,0.49174
1.194,0.48142
1.196,0.4711
1.198,0.46078
1.2,0.45046
1.202,0.44241
1.204,0.43436
1.206,0.42631
1.208,0.41826
1.21,0.41021
1.212,0.40258
1.214,0.39496
1.216,0.38733
1.218,0.3797
1.22,0.37208
1.222,0.36535
1.224,0.35862
1.226,0.35189
1.228,0.34516
1.23,0.33843
1.232,0.33098
1.234,0.32353
1.236,0.31608
1.238,0.30862
1.24,0.30117
1.242,0.29622
1.244,0.29127
1.246,0.28632
1.248,0.28137
1.25,0.27643
1.252,0.27066
1.254,0.2649
1.256,0.25914
1.258,0.25338
1.26,0.24761
1.262,0.24291
1.264,0.2382
1.266,0.23349
1.268,0.22878
1.27,0.22408
1.272,0.22145
1.274,0.21881
1.276,0.21618
1.278,0.21355
1.28,0.21092
1.282,0.20518
1.284,0.19943
1.286,0.19369
1.288,0.18794
1.29,0.1822
1.292,0.17911
1.294,0.17602
1.296,0.17294
1.298,0.16985
1.3,0.16676
1.302,0.16355
1.304,0.16034
1.306,0.15712
1.308,0.15391
1.31,0.1507
1.312,0.14769
1.314,0.14468
1.316,0.14168
1.318,0.13867
1.32,0.13567
1.322,0.13306
1.324,0.13045
1.326,0.12784
1.328,0.12523
1.33,0.12262
1.332,0.1206
1.334,0.11857
1.336,0.11655
1.338,0.11452
1.34,0.1125
1.342,0.10995
1.344,0.1074
1.346,0.10485
1.348,0.1023
1.35,0.099754
1.352,0.097687
1.354,0.095619
1.356,0.093551
1.358,0.091483
1.36,0.089416
1.362,0.087617
1.364,0.085819
1.366,0.084021
1.368,0.082222
1.37,0.080424
1.372,0.078077
1.374,0.07573
1.376,0.073383
1.378,0.071036
1.38,0.068689
1.382,0.066601
1.384,0.064513
1.386,0.062425
1.388,0.060337
1.39,0.058249
1.392,0.056299
1.394,0.054349
1.396,0.052399
