TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
  5.207777778e-02  5.623333333e-02  6.038888889e-02  6.454444444e-02  6.870000000e-02  7.285555556e-02
  7.701111111e-02  8.116666667e-02  8.532222222e-02  8.947777778e-02  9.363333333e-02  9.778888889e-02
  1.019444444e-01  1.061000000e-01  1.102555556e-01  1.144111111e-01  1.185666667e-01  1.227222222e-01
  1.268777778e-01  1.310333333e-01  1.351888889e-01  1.393444444e-01  1.435000000e-01  1.476555556e-01
  1.518111111e-01  1.559666667e-01  1.601222222e-01  1.642777778e-01  1.684333333e-01  1.725888889e-01
  1.767444444e-01  1.809000000e-01  1.850555556e-01  1.892111111e-01  1.933666667e-01  1.975222222e-01
  2.016777778e-01  2.058333333e-01  2.099888889e-01  2.141444444e-01  2.183000000e-01  2.224555556e-01
  2.266111111e-01  2.307666667e-01  2.349222222e-01
 -7.237221882e-03 -7.627444622e-03 -7.910594875e-03 -8.113819129e-03 -8.269754114e-03 -8.394973144e-03
 -8.491494098e-03 -8.585498377e-03 -8.679962822e-03 -8.779389939e-03 -8.892156458e-03 -9.035599356e-03
 -9.253003758e-03 -9.624762765e-03 -1.017857414e-02 -1.093605766e-02 -1.189585951e-02 -1.307105267e-02
 -1.433094946e-02 -1.562617945e-02 -1.692627988e-02 -1.823195119e-02 -1.954444973e-02 -2.085766354e-02
 -2.217465964e-02 -2.349685412e-02 -2.482401028e-02 -2.615564050e-02 -2.749107782e-02 -2.882707820e-02
 -3.016722187e-02 -3.151130167e-02 -3.285897750e-02 -3.420981845e-02 -3.556215667e-02 -3.691656859e-02
 -3.827395775e-02 -3.963447580e-02 -4.099803907e-02 -4.236229062e-02 -4.314675090e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  5.068393619e-02  5.485164643e-02  5.903045225e-02  6.322623160e-02  6.744150153e-02  7.166508362e-02
  7.587605835e-02  8.007284179e-02  8.426589138e-02  8.845513816e-02  9.264158419e-02  9.681774836e-02
  1.009781518e-01  1.051236302e-01  1.092586954e-01  1.133775247e-01  1.174758321e-01  1.215464458e-01
  1.255919369e-01  1.296291418e-01  1.336645286e-01  1.376982523e-01  1.417290611e-01  1.457512667e-01
