TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
 -1.411723496e-01 -1.441248210e-01 -1.470755722e-01 -1.500214828e-01 -1.529612138e-01 -1.558978271e-01
 -1.588331474e-01 -1.617677692e-01 -1.646985197e-01 -1.676251741e-01 -1.706169138e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.427351253e-03 -1.862627435e-03 -2.445875507e-03 -3.160021893e-03 -3.987048779e-03 -4.911392231e-03
 -5.935350875e-03 -7.016883668e-03 -8.137397518e-03 -9.269732624e-03 -1.037613638e-02 -1.141120514e-02
 -1.228755243e-02 -1.288684751e-02 -1.312804621e-02 -1.295481133e-02 -1.240612100e-02 -1.144984843e-02
 -1.027889716e-02 -9.045226654e-03 -7.798657368e-03 -6.539657876e-03 -5.267138688e-03 -3.986656029e-03
 -2.696084044e-03 -1.395412969e-03 -8.559944649e-05  1.232543073e-03  2.557360580e-03  3.886256014e-03
  5.221111779e-03  6.561576851e-03  7.907082455e-03  9.256095551e-03  1.060719650e-02  1.196100121e-02
  1.331760914e-02  1.467701325e-02  1.603806969e-02  1.739958058e-02  1.850242271e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  2.286605750e-01 -3.733018572e-02 -9.296444064e-01 -2.017670209e+00 -2.796459412e+00 -3.296116125e+00
 -3.415170352e+00 -3.246245277e+00 -2.809129008e+00 -2.072732292e+00 -1.123293499e+00 -8.943422932e-02
  2.132341103e-01  2.643751454e-01  3.232898453e-01  4.096997898e-01  4.221382884e-01  5.797107339e-01
  5.978455051e-01  6.155983183e-01  6.072136938e-01  6.002000100e-01  5.886745392e-01  5.703675288e-01
  5.541082642e-01  5.332201774e-01  5.077432884e-01  4.773627422e-01  4.384331216e-01  3.995184249e-01
  3.580530456e-01  3.132303962e-01  2.641627882e-01  2.069530409e-01  1.495693734e-01  9.384497665e-02
  3.593933294e-02 -2.155677173e-02 -8.329923350e-02 -1.368223304e-01  3.358023068e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -3.324964989e-01 -9.838236588e-02  1.202527821e+00  2.924134665e+00  4.246429399e+00  5.215658193e+00
  5.676337163e+00  5.613344420e+00  5.085970185e+00  4.045644080e+00  2.595854477e+00  1.067979750e+00
  7.210365680e-01  7.488337948e-01  7.417323979e-01  6.685943419e-01  7.075811076e-01  4.845758975e-01
  4.760519511e-01  4.541179805e-01  4.630972011e-01  4.624894915e-01  4.606527369e-01  4.543772645e-01
  4.503546169e-01  4.447495659e-01  4.377526006e-01  4.303751159e-01  4.199450355e-01  4.118766664e-01
  4.046031881e-01  3.965655064e-01  3.894158815e-01  3.823259409e-01  3.775310136e-01  3.736363637e-01
  3.705810036e-01  3.683829284e-01  3.669249644e-01  3.650561724e-01 -4.186734379e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -9.877354192e-02 -1.090241696e-01 -1.328953474e-01 -1.590342661e-01 -2.090864514e-01 -2.592844479e-01
 -2.626460911e-01 -3.089016249e-01 -3.588405985e-01 -4.050118228e-01 -4.482408294e-01 -4.939383614e-01
 -5.408808350e-01 -5.894769450e-01 -6.404460179e-01 -6.921799560e-01 -7.419380223e-01 -7.979211664e-01
 -8.517131994e-01 -9.021551760e-01 -9.458057331e-01 -9.835302236e-01 -1.016117351e+00 -1.039524070e+00
 -1.060321192e+00 -1.072075516e+00 -1.074349127e+00 -1.066947858e+00 -1.045426033e+00 -1.017810988e+00
 -9.814206752e-01 -9.338721285e-01 -8.749457778e-01 -7.987986995e-01 -7.164903030e-01 -6.295050681e-01
 -5.326549311e-01 -4.318845939e-01 -3.203098120e-01 -2.218268321e-01 -1.114216606e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -4.294584085e-03 -8.692262046e-02 -8.151105266e-02 -1.817452139e-02  5.538470755e-02  1.496459813e-01
  2.718978265e-01  3.482708911e-01  4.020580582e-01  4.388810510e-01  4.465326646e-01  4.956085219e-01
  5.649689493e-01  6.230166436e-01  6.697879903e-01  7.048299731e-01  7.380239828e-01  7.503214394e-01
  7.612969103e-01  7.642206794e-01  7.625263031e-01  7.566277427e-01  7.463281722e-01  7.279487490e-01
  7.125687637e-01  6.925379405e-01  6.680192264e-01  6.393745348e-01  6.021140372e-01  5.663670720e-01
  5.291594374e-01  4.889265939e-01  4.459712151e-01  3.967224981e-01  3.488970165e-01  3.030989141e-01
  2.562526343e-01  2.104176754e-01  1.618635216e-01  1.196569005e-01  2.858692776e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.035110121e-01  5.930506499e-02 -1.517783855e+00 -3.552636527e+00 -5.084218762e+00 -6.168069226e+00
 -6.618932217e+00 -6.475063811e+00 -5.796261539e+00 -4.524471085e+00 -2.793001491e+00 -9.502375601e-01
 -4.961578422e-01 -4.924393684e-01 -4.539463869e-01 -3.436379210e-01 -3.663227528e-01 -8.885985064e-02
 -6.687093834e-02 -3.392908743e-02 -4.148643986e-02 -4.063300071e-02 -4.162831461e-02 -4.322540028e-02
 -4.583673645e-02 -5.017105623e-02 -5.639946231e-02 -6.556014182e-02 -7.769247813e-02 -9.211785877e-02
 -1.090688454e-01 -1.277821104e-01 -1.501212268e-01 -1.778031093e-01 -2.077776109e-01 -2.377857442e-01
 -2.701046155e-01 -3.031420100e-01 -3.396658537e-01 -3.710371751e-01  5.366958773e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.035338652e-01  1.052265778e-01  1.519971013e+00  3.552683015e+00  5.084520418e+00  6.169884269e+00
  6.624514482e+00  6.484423180e+00  5.810189197e+00  4.545707335e+00  2.828471098e+00  1.071717886e+00
  7.519059237e-01  7.941324006e-01  8.091250053e-01  7.841379418e-01  8.239367442e-01  7.555649115e-01
  7.642281780e-01  7.649734830e-01  7.636540366e-01  7.577180094e-01  7.474882321e-01  7.292309760e-01
  7.140414900e-01  6.943528887e-01  6.703958429e-01  6.427269467e-01  6.071057856e-01  5.738095156e-01
  5.402830029e-01  5.053488716e-01  4.705599934e-01  4.347443918e-01  4.060796273e-01  3.852414981e-01
  3.723196421e-01  3.690131113e-01  3.762614673e-01  3.898542793e-01  5.367034906e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.210116295e-02 -1.964763688e-02 -1.840801429e-02 -1.146319186e-02  6.597143823e-04  1.682893817e-02
  3.148622707e-02  4.605556756e-02  5.614127880e-02  5.878363673e-02  5.140336174e-02  4.387778057e-02
  5.124987875e-02  6.402746524e-02  7.657413590e-02  8.745489136e-02  9.950124409e-02  1.083792242e-01
  1.166387766e-01  1.242704807e-01  1.313611460e-01  1.379469708e-01  1.440738563e-01  1.492568481e-01
  1.540838550e-01  1.577909348e-01  1.602606422e-01  1.613927719e-01  1.605689343e-01  1.586296781e-01
  1.551946127e-01  1.498836684e-01  1.425540732e-01  1.322455649e-01  1.204446746e-01  1.073486936e-01
  9.213593220e-02  7.569003802e-02  5.681936375e-02  3.945526875e-02  1.008636027e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -9.965168092e-03 -1.510496877e-02 -1.636080411e-02 -1.411763691e-02 -8.048760577e-03 -4.804366597e-04
  5.505578159e-03  1.297878893e-02  1.811359875e-02  1.919115287e-02  1.492882124e-02  9.544663925e-03
  1.215210746e-02  1.834655249e-02  2.509649181e-02  3.152715186e-02  3.915877857e-02  4.570098863e-02
  5.198418852e-02  5.833221731e-02  6.458230778e-02  7.075352243e-02  7.677251765e-02  8.212149489e-02
  8.762033838e-02  9.250336438e-02  9.662328604e-02  9.984592329e-02  1.014907901e-01  1.024804937e-01
  1.023950734e-01  1.008374461e-01  9.765560881e-02  9.197807571e-02  8.504431669e-02  7.698854794e-02
  6.703675995e-02  5.586739511e-02  4.251541964e-02  3.022406911e-02  8.001204773e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  5.767764152e-03  7.423309587e-03  1.016556911e-02  1.347864965e-02  1.624245319e-02  1.979417202e-02
  2.573679096e-02  3.003800263e-02  3.470338220e-02  3.990532568e-02  4.544757539e-02  5.151485552e-02
  5.720165894e-02  6.211020378e-02  6.685215126e-02  7.141672023e-02  7.541352716e-02  7.961438977e-02
  8.423940101e-02  8.850997196e-02  9.216387925e-02  9.519554756e-02  9.754695588e-02  9.865663639e-02
  9.994756714e-02  1.003537023e-01  9.984174764e-02  9.841551064e-02  9.528844424e-02  9.201504729e-02
  8.812534703e-02  8.333238681e-02  7.766056571e-02  7.039862200e-02  6.293406495e-02  5.542587345e-02
  4.730299461e-02  3.898102454e-02  2.967186095e-02  2.131175325e-02  1.015367053e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
