TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
  1.746275993e-01  1.788457214e-01  1.830648623e-01  1.872813481e-01  1.914924270e-01  1.957018219e-01
  1.999122001e-01  2.041243165e-01  2.083347166e-01  2.125412903e-01  2.163572136e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.427351508e-03 -1.862627542e-03 -2.445875366e-03 -3.160021049e-03 -3.987048428e-03 -4.911391563e-03
 -5.935350066e-03 -7.016883045e-03 -8.137397200e-03 -9.269732417e-03 -1.037613571e-02 -1.141120498e-02
 -1.228755176e-02 -1.288684715e-02 -1.312804592e-02 -1.295481149e-02 -1.240612108e-02 -1.144984907e-02
 -1.027889803e-02 -9.045227601e-03 -7.798658545e-03 -6.539658678e-03 -5.267139741e-03 -3.986657205e-03
 -2.696084731e-03 -1.395414001e-03 -8.560080866e-05  1.232542381e-03  2.557359439e-03  3.886255087e-03
  5.221110858e-03  6.561576299e-03  7.907081531e-03  9.256094629e-03  1.060719530e-02  1.196099995e-02
  1.331760815e-02  1.467701245e-02  1.603806839e-02  1.739957951e-02  1.850242246e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  1.836672042e-02  4.141206218e-02 -2.452550158e-01 -6.972942120e-01 -1.090027802e+00 -1.432782188e+00
 -1.685102872e+00 -1.767752975e+00 -1.709503770e+00 -1.497522051e+00 -1.144320976e+00 -7.942673685e-01
 -7.640158133e-01 -8.191114913e-01 -8.534263458e-01 -8.612608604e-01 -8.937257593e-01 -8.394202565e-01
 -8.438349233e-01 -8.382619948e-01 -8.350192819e-01 -8.258762911e-01 -8.125265667e-01 -7.905663066e-01
 -7.718316613e-01 -7.483346991e-01 -7.202650969e-01 -6.881109591e-01 -6.466823680e-01 -6.070875305e-01
 -5.661330112e-01 -5.220143045e-01 -4.753286180e-01 -4.222487980e-01 -3.708273113e-01 -3.216746959e-01
 -2.718254634e-01 -2.235347848e-01 -1.727747737e-01 -1.287699103e-01  6.081795940e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.095775290e-01  5.407065928e-02 -1.504641474e+00 -3.501377849e+00 -4.994364877e+00 -6.038078638e+00
 -6.450001669e+00 -6.285597916e+00 -5.601198578e+00 -4.340002380e+00 -2.637245486e+00 -8.170420946e-01
 -3.524054205e-01 -3.284550038e-01 -2.735607480e-01 -1.517015304e-01 -1.602992184e-01  1.181017622e-01
  1.397555643e-01  1.699948509e-01  1.585349042e-01  1.548664212e-01  1.486500761e-01  1.404154997e-01
  1.317503872e-01  1.205675871e-01  1.067858408e-01  8.944154020e-02  6.756233597e-02  4.373210892e-02
  1.719410751e-02 -1.160974150e-02 -4.449236419e-02 -8.393736765e-02 -1.255004239e-01 -1.667328231e-01
 -2.103890083e-01 -2.543894878e-01 -3.027342723e-01 -3.452037829e-01  5.333678951e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.776986254e-01 -1.916413921e-01 -2.117669178e-01 -2.373249203e-01 -2.912939847e-01 -3.492981128e-01
 -3.639018071e-01 -4.218025514e-01 -4.831253717e-01 -5.395304238e-01 -5.921211453e-01 -6.473313093e-01
 -7.037413866e-01 -7.604856817e-01 -8.186154722e-01 -8.787385185e-01 -9.353433632e-01 -9.939234856e-01
 -1.053486103e+00 -1.109146435e+00 -1.155846939e+00 -1.195791608e+00 -1.230135543e+00 -1.254410854e+00
 -1.275491178e+00 -1.286688455e+00 -1.287591068e+00 -1.277923362e+00 -1.252468758e+00 -1.220250239e+00
 -1.178330683e+00 -1.124072393e+00 -1.057177647e+00 -9.710096931e-01 -8.774888448e-01 -7.784968644e-01
 -6.685961310e-01 -5.544064564e-01 -4.269634113e-01 -3.117155995e-01 -1.852190288e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  5.213767743e-02 -3.130558613e-02 -2.952188892e-02  3.587854789e-02  1.162084801e-01  2.198426046e-01
  3.520538882e-01  4.359125031e-01  4.954857100e-01  5.360630056e-01  5.455399395e-01  5.957497478e-01
  6.672732430e-01  7.262606585e-01  7.725826737e-01  8.080669826e-01  8.395590925e-01  8.457712847e-01
  8.547627548e-01  8.553105032e-01  8.499354565e-01  8.402675414e-01  8.260062302e-01  8.029336701e-01
  7.829942887e-01  7.579821082e-01  7.280945462e-01  6.936888167e-01  6.495214166e-01  6.069906648e-01
  5.628486698e-01  5.153908531e-01  4.649770013e-01  4.075167492e-01  3.516129868e-01  2.981912450e-01
  2.439617752e-01  1.914242653e-01  1.361068138e-01  8.836495131e-02  6.395056983e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.066604865e-01  6.048599314e-02 -1.524212730e+00 -3.569955012e+00 -5.110610210e+00 -6.201848729e+00
 -6.657187941e+00 -6.514880815e+00 -5.835265423e+00 -4.559696197e+00 -2.822573369e+00 -9.713396290e-01
 -5.124999148e-01 -5.013699040e-01 -4.541894130e-01 -3.343820802e-01 -3.458064524e-01 -5.696777343e-02
 -3.113885951e-02  5.036312208e-03 -4.865641142e-04  2.390734444e-03  3.158213426e-03  3.019766151e-03
  1.490536508e-03 -2.118607518e-03 -7.959733707e-03 -1.709698106e-02 -2.974363311e-02 -4.505662954e-02
 -6.327399643e-02 -8.370178454e-02 -1.082277868e-01 -1.388150862e-01 -1.721381966e-01 -2.058067679e-01
 -2.421472065e-01 -2.793538297e-01 -3.208957732e-01 -3.576855839e-01  5.368237390e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.099891324e-01  6.810723228e-02  1.524498603e+00  3.570135300e+00  5.111931253e+00  6.205743987e+00
  6.666490323e+00  6.529448042e+00  5.856264052e+00  4.591099319e+00  2.874810298e+00  1.139481653e+00
  8.413737240e-01  8.825113737e-01  8.961986446e-01  8.745190815e-01  9.079876499e-01  8.476876744e-01
  8.553297584e-01  8.553253307e-01  8.499355958e-01  8.402709424e-01  8.260122679e-01  8.029393487e-01
  7.829957074e-01  7.579850691e-01  7.281380539e-01  6.938994748e-01  6.502020873e-01  6.086606337e-01
  5.663940534e-01  5.221433905e-01  4.774063946e-01  4.305107769e-01  3.914885071e-01  3.623181534e-01
  3.437333521e-01  3.386470309e-01  3.485672991e-01  3.684390608e-01  5.368241199e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  1.214679303e-02  2.066999855e-02  2.060661930e-02  1.382610775e-02  3.620925919e-04 -1.734927384e-02
 -3.319708632e-02 -5.013758576e-02 -6.229794938e-02 -6.627978351e-02 -5.937589485e-02 -5.160849900e-02
 -6.010217890e-02 -7.483124027e-02 -8.976714503e-02 -1.035117200e-01 -1.188078688e-01 -1.307386146e-01
 -1.425890525e-01 -1.540500121e-01 -1.648418077e-01 -1.751416395e-01 -1.849744604e-01 -1.935630044e-01
 -2.019304938e-01 -2.089505226e-01 -2.144265350e-01 -2.181672348e-01 -2.191147114e-01 -2.186554945e-01
 -2.161712222e-01 -2.110538413e-01 -2.030636437e-01 -1.907368266e-01 -1.761353249e-01 -1.595564679e-01
 -1.398132068e-01 -1.181363248e-01 -9.255767117e-02 -6.844750676e-02 -1.437869945e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  1.621547492e-03  3.210625784e-04  2.388363598e-03  6.032301660e-03  1.069018022e-02  1.723035271e-02
  2.389632660e-02  2.946275355e-02  3.350096851e-02  3.509662118e-02  3.332456535e-02  3.220384579e-02
  3.595380263e-02  4.086959697e-02  4.514269352e-02  4.844301967e-02  5.158299695e-02  5.308816472e-02
  5.450554408e-02  5.540024054e-02  5.591763941e-02  5.610851735e-02  5.605994726e-02  5.577921478e-02
  5.513409662e-02  5.410728657e-02  5.272442862e-02  5.101049558e-02  4.898007958e-02  4.662363001e-02
  4.395919951e-02  4.099216762e-02  3.772806721e-02  3.408106589e-02  3.025651604e-02  2.630936704e-02
  2.219537940e-02  1.807062080e-02  1.369908118e-02  9.613920867e-03  1.688288848e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  8.702360143e-03  1.057256623e-02  1.330778970e-02  1.691955302e-02  2.030565489e-02  2.471403076e-02
  3.164425507e-02  3.684591649e-02  4.235645292e-02  4.829425916e-02  5.444025486e-02  6.107765683e-02
  6.746787415e-02  7.301702843e-02  7.825129589e-02  8.340881734e-02  8.777585277e-02  9.175122441e-02
  9.657344663e-02  1.009595165e-01  1.045250007e-01  1.074211037e-01  1.095721132e-01  1.103321317e-01
  1.112481178e-01  1.111696238e-01  1.100643498e-01  1.079306228e-01  1.038458251e-01  9.957363308e-02
  9.459811863e-02  8.860514052e-02  8.162630629e-02  7.284532637e-02  6.381527592e-02  5.476327986e-02
  4.508031784e-02  3.527572161e-02  2.440188771e-02  1.467727247e-02  5.450239261e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
